193 , 7S , 3 , 3 , 3 , 3
194 , 7S , 2 , 2 , 2 , 2
195 , 7S , 1 , 1 , 1 , 1
196 , 7S , 4 , 4 , 4 , 4
197 , 7S , 3 , 3 , 3 , 3
198 , 7S , 2 , 2 , 2 , 2
199 , 7S , 1 , 1 , 1 , 1
200 , 7S , 4 , 4 , 4 , 4
201 , 7S , 3 , 3 , 3 , 3
202 , 7S , 2 , 2 , 2 , 2
203 , 7S , 1 , 1 , 1 , 1
204 , 7S , 4 , 4 , 4 , 4
205 , 7S , 3 , 3 , 3 , 3
206 , 7S , 2 , 2 , 2 , 2
207 , 7S , 1 , 1 , 1 , 1
208 , 7S , 4 , 4 , 4 , 4
209 , 7S , 3 , 3 , 3 , 3
210 , 7S , 2 , 2 , 2 , 2
211 , 7S , 1 , 1 , 1 , 1
212 , 7S , 4 , 4 , 4 , 4
213 , 7S , 3 , 3 , 3 , 3
214 , 7S , 2 , 2 , 2 , 2
215 , 7S , 1 , 1 , 1 , 1
216 , 7S , 4 , 4 , 4 , 4
217 , 7S , 3 , 3 , 3 , 3
218 , 7S , 2 , 2 , 2 , 2
219 , 7S , 1 , 1 , 1 , 1
220 , 7S , 4 , 4 , 4 , 4
221 , 7S , 3 , 3 , 3 , 3
222 , 7S , 2 , 2 , 2 , 2
223 , 7S , 1 , 1 , 1 , 1
224 , 7S , 4 , 4 , 4 , 4
225 , 7S , 3 , 3 , 3 , 3
226 , 7S , 2 , 2 , 2 , 2
227 , 7S , 1 , 1 , 1 , 1
228 , 7S , 4 , 4 , 4 , 4
229 , 7S , 3 , 3 , 3 , 3
230 , 7S , 2 , 2 , 2 , 2
231 , 7S , 1 , 1 , 1 , 1
232 , 7S , 4 , 4 , 4 , 4
233 , 7S , 3 , 3 , 3 , 3
234 , 7S , 2 , 2 , 2 , 2
235 , 7S , 1 , 1 , 1 , 1
236 , 7S , 4 , 4 , 4 , 4
237 , 7S , 3 , 3 , 3 , 3
238 , 7S , 2 , 2 , 2 , 2
239 , 7S , 1 , 1 , 1 , 1
240 , 8N , 4 , 4 , 4 , 4
241 , 8N , 3 , 3 , 3 , 3
242 , 8N , 2 , 2 , 2 , 2
243 , 8N , 1 , 1 , 1 , 1
244 , 8N , 4 , 4 , 4 , 4
245 , 8N , 3 , 3 , 3 , 3
246 , 8N , 2 , 2 , 2 , 2
247 , 8N , 1 , 1 , 1 , 1
248 , 8N , 4 , 4 , 4 , 4
249 , 8N , 3 , 3 , 3 , 3
250 , 8N , 2 , 2 , 2 , 2
251 , 8N , 1 , 1 , 1 , 1
252 , 8N , 4 , 4 , 4 , 4
253 , 8N , 3 , 3 , 3 , 3
254 , 8N , 2 , 2 , 2 , 2
255 , 8N , 1 , 1 , 1 , 1
256 , 8N , 4 , 4 , 4 , 4
257 , 8N , 3 , 3 , 3 , 3
258 , 8N , 2 , 2 , 2 , 2
259 , 8N , 1 , 1 , 1 , 1
260 , 8N , 4 , 4 , 4 , 4
261 , 8N , 3 , 3 , 3 , 3
262 , 8N , 2 , 2 , 2 , 2
263 , 8N , 1 , 1 , 1 , 1
264 , 8N , 4 , 4 , 4 , 4
265 , 8N , 3 , 3 , 3 , 3
266 , 8N , 2 , 2 , 2 , 2
267 , 8N , 1 , 1 , 1 , 1
268 , 8N , 4 , 4 , 4 , 4
269 , 8N , 3 , 3 , 3 , 3
270 , 8N , 2 , 2 , 2 , 2
271 , 8N , 1 , 1 , 1 , 1
272 , 8N , 4 , 4 , 4 , 4
273 , 8N , 3 , 3 , 3 , 3
274 , 8N , 2 , 2 , 2 , 2
275 , 8N , 1 , 1 , 1 , 1
276 , 8N , 4 , 4 , 4 , 4
277 , 8N , 3 , 3 , 3 , 3
278 , 8N , 2 , 2 , 2 , 2
279 , 8N , 1 , 1 , 1 , 1
280 , 8N , 4 , 4 , 4 , 4
281 , 8N , 3 , 3 , 3 , 3
282 , 8N , 2 , 2 , 2 , 2
283 , 8N , 1 , 1 , 1 , 1
284 , 8N , 4 , 4 , 4 , 4
285 , 8N , 3 , 3 , 3 , 3
286 , 8N , 2 , 2 , 2 , 2
287 , 8N , 1 , 1 , 1 , 1
288 , 8N , 4 , 4 , 4 , 4
289 , 8N , 3 , 3 , 3 , 3
290 , 8N , 2 , 2 , 2 , 2
291 , 8N , 1 , 1 , 1 , 1
292 , 8N , 4 , 4 , 4 , 4
293 , 8N , 3 , 3 , 3 , 3
294 , 8N , 2 , 2 , 2 , 2
295 , 8N , 1 , 1 , 1 , 1
296 , 8N , 4 , 4 , 4 , 4
297 , 8N , 3 , 3 , 3 , 3
298 , 8N , 2 , 2 , 2 , 2
299 , 8N , 1 , 1 , 1 , 1
300 , 8N , 4 , 4 , 4 , 4
301 , 8N , 3 , 3 , 3 , 3
302 , 8N , 2 , 2 , 2 , 2
303 , 8N , 1 , 1 , 1 , 1
304 , 8N , 4 , 4 , 4 , 4
305 , 8N , 3 , 3 , 3 , 3
306 , 8N , 2 , 2 , 2 , 2
307 , 8N , 1 , 1 , 1 , 1
308 , 8N , 4 , 4 , 4 , 4
309 , 8N , 3 , 3 , 3 , 3
310 , 8N , 2 , 2 , 2 , 2
311 , 8N , 1 , 1 , 1 , 1
312 , 8N , 4 , 4 , 4 , 4
313 , 8N , 3 , 3 , 3 , 3
314 , 8N , 2 , 2 , 2 , 2
315 , 8N , 1 , 1 , 1 , 1
316 , 8N , 4 , 4 , 4 , 4
317 , 8N , 3 , 3 , 3 , 3
318 , 8N , 2 , 2 , 2 , 2
319 , 8N , 1 , 1 , 1 , 1
320 , 8N , 4 , 4 , 4 , 4
321 , 8N , 3 , 3 , 3 , 3
322 , 8N , 2 , 2 , 2 , 2
323 , 8N , 1 , 1 , 1 , 1
324 , 8N , 4 , 4 , 4 , 4
325 , 8N , 3 , 3 , 3 , 3
326 , 8N , 2 , 2 , 2 , 2
327 , 8N , 1 , 1 , 1 , 1
328 , 8N , 4 , 4 , 4 , 4
329 , 8N , 3 , 3 , 3 , 3
330 , 8N , 2 , 2 , 2 , 2
331 , 8N , 1 , 1 , 1 , 1
332 , 8N , 4 , 4 , 4 , 4
333 , 8N , 3 , 3 , 3 , 3
334 , 8N , 2 , 2 , 2 , 2
335 , 8N , 1 , 1 , 1 , 1
336 , 8N , 4 , 4 , 4 , 4
337 , 8N , 3 , 3 , 3 , 3
338 , 8N , 2 , 2 , 2 , 2
339 , 8N , 1 , 1 , 1 , 1
340 , 8N , 4 , 4 , 4 , 4
341 , 8N , 3 , 3 , 3 , 3
342 , 8N , 2 , 2 , 2 , 2
343 , 8N , 1 , 1 , 1 , 1
344 , 8N , 4 , 4 , 4 , 4
345 , 8N , 3 , 3 , 3 , 3
346 , 8N , 2 , 2 , 2 , 2
347 , 8N , 1 , 1 , 1 , 1
348 , 8N , 4 , 4 , 4 , 4
349 , 8N , 3 , 3 , 3 , 3
350 , 8N , 2 , 2 , 2 , 2
351 , 8N , 1 , 1 , 1 , 1
352 , 8N , 4 , 4 , 4 , 4
353 , 8N , 3 , 3 , 3 , 3
354 , 8N , 2 , 2 , 2 , 2
355 , 8N , 1 , 1 , 1 , 1
356 , 8N , 4 , 4 , 4 , 4
357 , 8N , 3 , 3 , 3 , 3
358 , 8N , 2 , 2 , 2 , 2
359 , 8N , 1 , 1 , 1 , 1
360 , 8S , 4 , 4 , 4 , 4
361 , 8S , 3 , 3 , 3 , 3
362 , 8S , 2 , 2 , 2 , 2
363 , 8S , 1 , 1 , 1 , 1
364 , 8S , 4 , 4 , 4 , 4
365 , 8S , 3 , 3 , 3 , 3
366 , 8S , 2 , 2 , 2 , 2
367 , 8S , 1 , 1 , 1 , 1
368 , 8S , 4 , 4 , 4 , 4
369 , 8S , 3 , 3 , 3 , 3
370 , 8S , 2 , 2 , 2 , 2
371 , 8S , 1 , 1 , 1 , 1
372 , 8S , 4 , 4 , 4 , 4
373 , 8S , 3 , 3 , 3 , 3
374 , 8S , 2 , 2 , 2 , 2
375 , 8S , 1 , 1 , 1 , 1
376 , 8S , 4 , 4 , 4 , 4
377 , 8S , 3 , 3 , 3 , 3
378 , 8S , 2 , 2 , 2 , 2
379 , 8S , 1 , 1 , 1 , 1
380 , 8S , 4 , 4 , 4 , 4
381 , 8S , 3 , 3 , 3 , 3
382 , 8S , 2 , 2 , 2 , 2
383 , 8S , 1 , 1 , 1 , 1
384 , 8S , 4 , 4 , 4 , 4
385 , 8S , 3 , 3 , 3 , 3
386 , 8S , 2 , 2 , 2 , 2
387 , 8S , 1 , 1 , 1 , 1
388 , 8S , 4 , 4 , 4 , 4
389 , 8S , 3 , 3 , 3 , 3
390 , 8S , 2 , 2 , 2 , 2
391 , 8S , 1 , 1 , 1 , 1
392 , 8S , 4 , 4 , 4 , 4
393 , 8S , 3 , 3 , 3 , 3
394 , 8S , 2 , 2 , 2 , 2
395 , 8S , 1 , 1 , 1 , 1
396 , 8S , 4 , 4 , 4 , 4
397 , 8S , 3 , 3 , 3 , 3
398 , 8S , 2 , 2 , 2 , 2
399 , 8S , 1 , 1 , 1 , 1
400 , 8S , 4 , 4 , 4 , 4
401 , 8S , 3 , 3 , 3 , 3
402 , 8S , 2 , 2 , 2 , 2
403 , 8S , 1 , 1 , 1 , 1
404 , 8S , 4 , 4 , 4 , 4
405 , 8S , 3 , 3 , 3 , 3
406 , 8S , 2 , 2 , 2 , 2
407 , 8S , 1 , 1 , 1 , 1
408 , 8S , 4 , 4 , 4 , 4
409 , 8S , 3 , 3 , 3 , 3
410 , 8S , 2 , 2 , 2 , 2
411 , 8S , 1 , 1 , 1 , 1
412 , 8S , 4 , 4 , 4 , 4
413 , 8S , 3 , 3 , 3 , 3
414 , 8S , 2 , 2 , 2 , 2
415 , 8S , 1 , 1 , 1 , 1
416 , 8S , 4 , 4 , 4 , 4
417 , 8S , 3 , 3 , 3 , 3
418 , 8S , 2 , 2 , 2 , 2
419 , 8S , 1 , 1 , 1 , 1
420 , 8S , 4 , 4 , 4 , 4
421 , 8S , 3 , 3 , 3 , 3
422 , 8S , 2 , 2 , 2 , 2
423 , 8S , 1 , 1 , 1 , 1
424 , 8S , 4 , 4 , 4 , 4
425 , 8S , 3 , 3 , 3 , 3
426 , 8S , 2 , 2 , 2 , 2
427 , 8S , 1 , 1 , 1 , 1
428 , 8S , 4 , 4 , 4 , 4
429 , 8S , 3 , 3 , 3 , 3
430 , 8S , 2 , 2 , 2 , 2
431 , 8S , 1 , 1 , 1 , 1
432 , 8S , 4 , 4 , 4 , 4
433 , 8S , 3 , 3 , 3 , 3
434 , 8S , 2 , 2 , 2 , 2
435 , 8S , 1 , 1 , 1 , 1
436 , 8S , 4 , 4 , 4 , 4
437 , 8S , 3 , 3 , 3 , 3
438 , 8S , 2 , 2 , 2 , 2
439 , 8S , 1 , 1 , 1 , 1
440 , 8S , 4 , 4 , 4 , 4
441 , 8S , 3 , 3 , 3 , 3
442 , 8S , 2 , 2 , 2 , 2
443 , 8S , 1 , 1 , 1 , 1
444 , 8S , 4 , 4 , 4 , 4
445 , 8S , 3 , 3 , 3 , 3
446 , 8S , 2 , 2 , 2 , 2
447 , 8S , 1 , 1 , 1 , 1
448 , 8S , 4 , 4 , 4 , 4
449 , 8S , 3 , 3 , 3 , 3
450 , 8S , 2 , 2 , 2 , 2
451 , 8S , 1 , 1 , 1 , 1
452 , 8S , 4 , 4 , 4 , 4
453 , 8S , 3 , 3 , 3 , 3
454 , 8S , 2 , 2 , 2 , 2
455 , 8S , 1 , 1 , 1 , 1
456 , 8S , 4 , 4 , 4 , 4
457 , 8S , 3 , 3 , 3 , 3
458 , 8S , 2 , 2 , 2 , 2
459 , 8S , 1 , 1 , 1 , 1
460 , 8S , 4 , 4 , 4 , 4
461 , 8S , 3 , 3 , 3 , 3
462 , 8S , 2 , 2 , 2 , 2
463 , 8S , 1 , 1 , 1 , 1
464 , 8S , 4 , 4 , 4 , 4
465 , 8S , 3 , 3 , 3 , 3
466 , 8S , 2 , 2 , 2 , 2
467 , 8S , 1 , 1 , 1 , 1
468 , 8S , 4 , 4 , 4 , 4
469 , 8S , 3 , 3 , 3 , 3
470 , 8S , 2 , 2 , 2 , 2
471 , 8S , 1 , 1 , 1 , 1
472 , 8S , 4 , 4 , 4 , 4
473 , 8S , 3 , 3 , 3 , 3
474 , 8S , 2 , 2 , 2 , 2
475 , 8S , 1 , 1 , 1 , 1
476 , 8S , 4 , 4 , 4 , 4
477 , 8S , 3 , 3 , 3 , 3
478 , 8S , 2 , 2 , 2 , 2
479 , 8S , 1 , 1 , 1 , 1
480 , 9N , 4 , 4 , 4 , 4
481 , 9N , 3 , 3 , 3 , 3
482 , 9N , 2 , 2 , 2 , 2
483 , 9N , 1 , 1 , 1 , 1
484 , 9N , 4 , 4 , 4 , 4
485 , 9N , 3 , 3 , 3 , 3
486 , 9N , 2 , 2 , 2 , 2
487 , 9N , 1 , 1 , 1 , 1
488 , 9N , 4 , 4 , 4 , 4
489 , 9N , 3 , 3 , 3 , 3
490 , 9N , 2 , 2 , 2 , 2
491 , 9N , 1 , 1 , 1 , 1
492 , 9N , 4 , 4 , 4 , 4
493 , 9N , 3 , 3 , 3 , 3
494 , 9N , 2 , 2 , 2 , 2
495 , 9N , 1 , 1 , 1 , 1
496 , 9N , 4 , 4 , 4 , 4
497 , 9N , 3 , 3 , 3 , 3
498 , 9N , 2 , 2 , 2 , 2
499 , 9N , 1 , 1 , 1 , 1
500 , 9N , 4 , 4 , 4 , 4
501 , 9N , 3 , 3 , 3 , 3
502 , 9N , 2 , 2 , 2 , 2
503 , 9N , 1 , 1 , 1 , 1
504 , 9N , 4 , 4 , 4 , 4
505 , 9N , 3 , 3 , 3 , 3
506 , 9N , 2 , 2 , 2 , 2
507 , 9N , 1 , 1 , 1 , 1
508 , 9N , 4 , 4 , 4 , 4
509 , 9N , 3 , 3 , 3 , 3
510 , 9N , 2 , 2 , 2 , 2
511 , 9N , 1 , 1 , 1 , 1
512 , 9N , 4 , 4 , 4 , 4
513 , 9N , 3 , 3 , 3 , 3
514 , 9N , 2 , 2 , 2 , 2
515 , 9N , 1 , 1 , 1 , 1
516 , 9N , 4 , 4 , 4 , 4
517 , 9N , 3 , 3 , 3 , 3
518 , 9N , 2 , 2 , 2 , 2
519 , 9N , 1 , 1 , 1 , 1
520 , 9N , 4 , 4 , 4 , 4
521 , 9N , 3 , 3 , 3 , 3
522 , 9N , 2 , 2 , 2 , 2
523 , 9N , 1 , 1 , 1 , 1
524 , 9N , 4 , 4 , 4 , 4
525 , 9N , 3 , 3 , 3 , 3
526 , 9N , 2 , 2 , 2 , 2
527 , 9N , 1 , 1 , 1 , 1
528 , 9N , 4 , 4 , 4 , 4
529 , 9N , 3 , 3 , 3 , 3
530 , 9N , 2 , 2 , 2 , 2
531 , 9N , 1 , 1 , 1 , 1
532 , 9N , 4 , 4 , 4 , 4
533 , 9N , 3 , 3 , 3 , 3
534 , 9N , 2 , 2 , 2 , 2
535 , 9N , 1 , 1 , 1 , 1
536 , 9N , 4 , 4 , 4 , 4
537 , 9N , 3 , 3 , 3 , 3
538 , 9N , 2 , 2 , 2 , 2
539 , 9N , 1 , 1 , 1 , 1
540 , 9N , 4 , 4 , 4 , 4
541 , 9N , 3 , 3 , 3 , 3
542 , 9N , 2 , 2 , 2 , 2
543 , 9N , 1 , 1 , 1 , 1
544 , 9N , 4 , 4 , 4 , 4
545 , 9N , 3 , 3 , 3 , 3
546 , 9N , 2 , 2 , 2 , 2
547 , 9N , 1 , 1 , 1 , 1
548 , 9N , 4 , 4 , 4 , 4
549 , 9N , 3 , 3 , 3 , 3
550 , 9N , 2 , 2 , 2 , 2
551 , 9N , 1 , 1 , 1 , 1
552 , 9N , 4 , 4 , 4 , 4
553 , 9N , 3 , 3 , 3 , 3
554 , 9N , 2 , 2 , 2 , 2
555 , 9N , 1 , 1 , 1 , 1
556 , 9N , 4 , 4 , 4 , 4
557 , 9N , 3 , 3 , 3 , 3
558 , 9N , 2 , 2 , 2 , 2
559 , 9N , 1 , 1 , 1 , 1
560 , 9N , 4 , 4 , 4 , 4
561 , 9N , 3 , 3 , 3 , 3
562 , 9N , 2 , 2 , 2 , 2
563 , 9N , 1 , 1 , 1 , 1
564 , 9N , 4 , 4 , 4 , 4
565 , 9N , 3 , 3 , 3 , 3
566 , 9N , 2 , 2 , 2 , 2
567 , 9N , 1 , 1 , 1 , 1
568 , 9N , 4 , 4 , 4 , 4
569 , 9N , 3 , 3 , 3 , 3
570 , 9N , 2 , 2 , 2 , 2
571 , 9N , 1 , 1 , 1 , 1
572 , 9N , 4 , 4 , 4 , 4
573 , 9N , 3 , 3 , 3 , 3
574 , 9N , 2 , 2 , 2 , 2
575 , 9N , 1 , 1 , 1 , 1
576 , 9N , 4 , 4 , 4 , 4
577 , 9N , 3 , 3 , 3 , 3
578 , 9N , 2 , 2 , 2 , 2
579 , 9N , 1 , 1 , 1 , 1
580 , 9N , 4 , 4 , 4 , 4
581 , 9N , 3 , 3 , 3 , 3
582 , 9N , 2 , 2 , 2 , 2
583 , 9N , 1 , 1 , 1 , 1
584 , 9N , 4 , 4 , 4 , 4
585 , 9N , 3 , 3 , 3 , 3
586 , 9N , 2 , 2 , 2 , 2
587 , 9N , 1 , 1 , 1 , 1
588 , 9N , 4 , 4 , 4 , 4
589 , 9N , 3 , 3 , 3 , 3
590 , 9N , 2 , 2 , 2 , 2
591 , 9N , 1 , 1 , 1 , 1
592 , 9N , 4 , 4 , 4 , 4
593 , 9N , 3 , 3 , 3 , 3
594 , 9N , 2 , 2 , 2 , 2
595 , 9N , 1 , 1 , 1 , 1
596 , 9N , 4 , 4 , 4 , 4
597 , 9N , 3 , 3 , 3 , 3
598 , 9N , 2 , 2 , 2 , 2
599 , 9N , 1 , 1 , 1 , 1
600 , 9S , 4 , 4 , 4 , 4
601 , 9S , 3 , 3 , 3 , 3
602 , 9S , 2 , 2 , 2 , 2
603 , 9S , 1 , 1 , 1 , 1
604 , 9S , 4 , 4 , 4 , 4
605 , 9S , 3 , 3 , 3 , 3
606 , 9S , 2 , 2 , 2 , 2
607 , 9S , 1 , 1 , 1 , 1
608 , 9S , 4 , 4 , 4 , 4
609 , 9S , 3 , 3 , 3 , 3
610 , 9S , 2 , 2 , 2 , 2
611 , 9S , 1 , 1 , 1 , 1
612 , 9S , 4 , 4 , 4 , 4
613 , 9S , 3 , 3 , 3 , 3
614 , 9S , 2 , 2 , 2 , 2
615 , 9S , 1 , 1 , 1 , 1
616 , 9S , 4 , 4 , 4 , 4
617 , 9S , 3 , 3 , 3 , 3
618 , 9S , 2 , 2 , 2 , 2
619 , 9S , 1 , 1 , 1 , 1
620 , 9S , 4 , 4 , 4 , 4
621 , 9S , 3 , 3 , 3 , 3
622 , 9S , 2 , 2 , 2 , 2
623 , 9S , 1 , 1 , 1 , 1
624 , 9S , 4 , 4 , 4 , 4
625 , 9S , 3 , 3 , 3 , 3
626 , 9S , 2 , 2 , 2 , 2
627 , 9S , 1 , 1 , 1 , 1
628 , 9S , 4 , 4 , 4 , 4
629 , 9S , 3 , 3 , 3 , 3
630 , 9S , 2 , 2 , 2 , 2
631 , 9S , 1 , 1 , 1 , 1
632 , 9S , 4 , 4 , 4 , 4
633 , 9S , 3 , 3 , 3 , 3
634 , 9S , 2 , 2 , 2 , 2
635 , 9S , 1 , 1 , 1 , 1
